koi_depth,koi_duration,koi_insol,koi_model_snr,koi_period,koi_prad,koi_slogg,koi_srad,koi_steff,koi_teq,kepid,Target
-0.2736047462550313,-0.35707940906680713,0.0027821990711660387,-0.2740069843936812,-0.3120628639132684,0.042370081613906034,-4.775082718271234,1.9276866899525444,-1.100967819709384,1.5490286113977418,9880467,0.5
-0.2736047462550313,-0.35707940906680713,0.0027821990711660387,-0.2740069843936812,-0.3120628639132684,0.042370081613906034,-4.775082718271234,1.9276866899525444,-1.100967819709384,1.5490286113977418,9880467,0.5
-0.2764651149493691,0.398551618901852,-0.04134900139070035,-0.31120011393861446,0.9402500397196418,0.02014391089029033,-4.775082718271234,1.9276866899525444,-1.100967819709384,-0.10183540155084121,9880467,0.5
-0.2764651149493691,0.398551618901852,-0.04134900139070035,-0.31120011393861446,0.9402500397196418,0.02014391089029033,-4.775082718271234,1.9276866899525444,-1.100967819709384,-0.10183540155084121,9880467,0.5
-0.2838921044412356,-0.5670281321692103,-0.04119325815949447,-0.3179155401064497,-0.29257682520187894,-0.0023631593053458073,-0.8090474962120597,0.019220508771983807,-0.0877098049846871,-0.07210175057369367,10285631,0.5
-0.2838921044412356,-0.5670281321692103,-0.04119325815949447,-0.3179155401064497,-0.29257682520187894,-0.0023631593053458073,-0.8090474962120597,0.019220508771983807,-0.0877098049846871,-0.07210175057369367,10285631,0.5
-0.2849529203555789,-0.17352365440775366,-0.041116349751315735,-0.3150743982662117,-0.3385590834961722,-0.08126079850908122,0.12628887368068242,-0.07291366788448554,0.37760065096166057,-0.05917407623580344,10290666,0.5
-0.2849529203555789,-0.17352365440775366,-0.041116349751315735,-0.3150743982662117,-0.3385590834961722,-0.08126079850908122,0.12628887368068242,-0.07291366788448554,0.37760065096166057,-0.05917407623580344,10290666,0.5
-0.08180283848443938,-0.5668744861692167,-0.035075038693830767,-0.2050447233624506,-0.3913161375250499,-0.005523278365575537,-0.03308408320048315,-0.08830142181458481,0.6344113397626502,0.509643594631367,11189127,0.5
-0.28054222671654416,-0.48784922683916104,-0.04231650620187367,-0.2760732693683997,-0.2615400596752952,-0.07694196912676726,0.14196490222637145,-0.09368713569011956,0.21614046542836504,-0.3539250511397008,11395587,0.5
-0.2384163320939458,0.37886785912489057,-0.042922289578819064,-0.18076587490950802,1.4880830419477225,-0.0433744822203271,-0.7202166677864925,0.02422152879926603,0.7412039034224677,-0.7831238391576566,11566064,0.5
-0.2384163320939458,0.37886785912489057,-0.042922289578819064,-0.18076587490950802,1.4880830419477225,-0.0433744822203271,-0.7202166677864925,0.02422152879926603,0.7412039034224677,-0.7831238391576566,11566064,0.5
-0.2384163320939458,0.37886785912489057,-0.042922289578819064,-0.18076587490950802,1.4880830419477225,-0.0433744822203271,-0.7202166677864925,0.02422152879926603,0.7412039034224677,-0.7831238391576566,11566064,0.5
-0.2839662337460933,-0.006390949970241291,-0.0405004156499768,-0.31365382734609276,-0.2845393647328377,-0.07711753129678003,-0.7202166677864925,0.02422152879926603,0.7412039034224677,0.03778348129837333,11566064,0.5
-0.2839662337460933,-0.006390949970241291,-0.0405004156499768,-0.31365382734609276,-0.2845393647328377,-0.07711753129678003,-0.7202166677864925,0.02422152879926603,0.7412039034224677,0.03778348129837333,11566064,0.5
-0.2839662337460933,-0.006390949970241291,-0.0405004156499768,-0.31365382734609276,-0.2845393647328377,-0.07711753129678003,-0.7202166677864925,0.02422152879926603,0.7412039034224677,0.03778348129837333,11566064,0.5
-0.2376085782892892,-0.048933820190699,-0.042360517371871895,0.16494942992308406,0.5197489021899283,-0.002468496607353469,-1.9115948372588132,0.3539041567516428,0.742475243466037,-0.3707310277789581,3545478,0.5
