,kepid,koi_disposition,koi_period,koi_duration,koi_depth,koi_model_snr,koi_prad,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,phys_smass,phys_sma,Target
6987,11667548,FALSE POSITIVE,0.831741499,2.297,1231.1,110.9,41.62,2198.0,5501.14,6343.0,4.408,1.14,1.212674460626272,0.01845728448790985,0.0
6988,8052474,FALSE POSITIVE,245.4382021,14.502,11311.6,844.7,19.17,289.0,1.66,5637.0,4.383,0.99,0.8633858321951555,0.7305061813333903,0.0
6989,11337141,CONFIRMED,4.04355245,1.965,416.2,21.2,1.75,613.0,33.34,3871.0,4.744,0.532,0.5724766706638633,0.041243495599653034,1.0
6990,7470491,FALSE POSITIVE,0.902222843,2.0516,29.7,5.1,48.23,10340.0,2710661.9,3705.0,0.798,89.806,1.8473331978857868,0.02242083448458839,0.0
6991,11253827,CONFIRMED,42.9923284,4.726,1120.1,34.1,3.32,496.0,14.33,5593.0,4.45,0.945,0.9179058666892875,0.23341074320496233,1.0
6992,11287726,FALSE POSITIVE,4.737713268,6.384,105259.0,476.7,29.25,882.0,143.54,5335.0,4.624,0.719,0.7932175407172127,0.051101945425603576,0.0
6993,5470960,FALSE POSITIVE,12.4227918,27.29,202.6,15.5,1.44,634.0,38.29,5279.0,4.62,0.72,0.7881330166531678,0.0969631673627713,0.0
6994,8417078,CONFIRMED,23.6223571,6.852,57.0,11.4,1.07,797.0,95.35,6144.0,4.149,1.393,0.9973251280909126,0.16097380980268972,1.0
6995,8302302,FALSE POSITIVE,1.135930136,4.5036,27247.4,551.7,52.05,1836.0,2683.57,6247.0,4.489,0.954,1.0233666927556018,0.021470343312176447,0.0
6996,6021275,CONFIRMED,6.41491277,3.3629,121.0,51.1,1.4,1069.0,309.12,5931.0,4.322,1.101,0.9279170752109218,0.06590085374535339,1.0
6997,9471268,CONFIRMED,2.248288213,2.0361,263.2,59.7,1.25,1127.0,380.75,5103.0,4.558,0.789,0.8205187977451167,0.03144307290554122,1.0
6998,6021275,CONFIRMED,18.01019956,3.516,177.7,43.4,1.93,758.0,77.99,5931.0,4.322,1.101,0.9279170752109218,0.1311523935000992,1.0
6999,4455231,CONFIRMED,56.637918,6.172,589.7,20.9,3.68,570.0,24.87,5661.0,4.09,1.522,1.0393548176752414,0.2923615663628438,1.0
7000,9884104,CONFIRMED,4.585466941,3.4437,383.5,84.8,3.29,1307.0,688.54,5788.0,4.16,1.495,1.178194290734869,0.05704998016029713,1.0
7001,6147573,FALSE POSITIVE,25.836831272,6.32201,145045.0,3016.9,50.72,587.0,28.08,5691.0,4.477,0.897,0.8800744536122327,0.16390547202911118,0.0
7002,3836450,FALSE POSITIVE,1.540399732,1.63,57.6,14.8,0.58,1312.0,700.19,5160.0,4.518,0.784,0.7388676530494537,0.02359782572829174,0.0
7003,11304987,FALSE POSITIVE,0.692693892,1.2804,1433.7,146.7,32.44,2050.0,4160.84,5907.0,4.49,0.964,1.047342184841203,0.015559104087610331,0.0
7004,3234843,CONFIRMED,10.61368712,3.498,559.8,18.9,2.06,785.0,89.65,5815.0,4.54,0.877,0.9725987684816116,0.0936446363873351,1.0
7005,7430876,FALSE POSITIVE,32.6122381,2.886,1321.4,19.6,31.96,570.0,24.92,5780.0,4.438,1.0,0.999849257871384,0.19975273195646884,0.0
7006,8773015,CONFIRMED,15.604841,4.543,73.4,15.3,1.57,1013.0,248.62,6254.0,4.019,1.706,1.1089005075503937,0.12649244133169127,1.0
7007,8718273,FALSE POSITIVE,3.479508244,3.9097,3000.4,195.7,444.46,3167.0,23775.98,4630.0,2.437,12.623,1.5894969284536302,0.05244361568337745,0.0
7008,8121310,CONFIRMED,22.20809549,7.3327,463.2,92.7,3.02,803.0,98.36,6336.0,4.266,1.403,1.3244936199310948,0.1698054595883171,1.0
7009,5556726,FALSE POSITIVE,0.962825082,2.8464,118.1,40.7,5.18,3265.0,26811.24,4898.0,3.212,4.928,1.4430318836806013,0.021563423931322965,0.0
7010,9950612,CONFIRMED,45.9029768,5.0041,361.8,42.9,1.18,341.0,3.19,4499.0,4.635,0.639,0.6425933767043,0.2165044350140067,1.0
7011,10004738,CONFIRMED,13.93068791,2.312,186.5,14.9,1.4,665.0,46.19,5497.0,4.57,0.839,0.9538024864377679,0.11153093435839576,1.0
7012,6928906,FALSE POSITIVE,1.54945486,6.698,21.8,20.9,1.34,3006.0,19304.93,7382.0,3.838,2.804,1.9746518988207262,0.0328758469530959,0.0
7013,4263293,CONFIRMED,8.45746636,2.2906,1320.3,21.8,1.87,540.0,20.08,4347.0,4.73,0.524,0.5377706581571569,0.0660622511641655,1.0
7014,10018233,CONFIRMED,16.2959916,2.116,369.6,15.7,1.83,678.0,49.81,5495.0,4.442,0.961,0.9319257329542114,0.1228688456167741,1.0
7015,3971315,FALSE POSITIVE,9.892240848,4.1774,5283.2,314.0,40.38,907.0,160.25,6225.0,4.461,1.009,1.0732894515361282,0.0923342636369816,0.0
7016,11709244,CONFIRMED,4.544436472,1.8141,879.3,42.5,3.0,1017.0,253.48,5445.0,4.458,0.937,0.9192078199697961,0.05220579854547853,1.0
7017,10122538,CONFIRMED,37.6333868,4.49,1661.7,18.6,2.25,299.0,1.88,3891.0,4.718,0.564,0.6060280648077804,0.18598329181961717,1.0
7018,4770365,CONFIRMED,4.72941177,2.234,434.3,14.6,1.22,669.0,47.3,4224.0,4.662,0.603,0.6089324985891018,0.04673640303181004,1.0
7019,3231341,CONFIRMED,12.33343853,6.221,536.4,31.7,4.12,915.0,165.3,5896.0,4.197,1.24,0.8826284029465942,0.10020965431514087,1.0
7020,12469800,CONFIRMED,1.302017467,1.3692,290.5,21.4,1.37,1344.0,772.73,4948.0,4.508,0.816,0.7821946588773075,0.021500256326344797,1.0
7021,11122894,CONFIRMED,38.86848956,6.0573,1004.9,73.4,2.81,509.0,15.89,5618.0,4.46,0.897,0.8462904004853172,0.21240548604799975,1.0
7022,3632089,CONFIRMED,31.7787564,8.093,262.0,25.9,1.5,564.0,23.96,5638.0,4.391,0.928,0.7727348177104089,0.1801754329125217,1.0
7023,6462863,CONFIRMED,22.342964828,6.66405,5612.8,1118.9,9.99,785.0,89.61,6181.0,4.234,1.331,1.1073646091214049,0.1606145540975785,1.0
7024,9280239,CONFIRMED,364.751562,13.057,1481.5,25.5,2.89,166.0,0.18,4386.0,4.629,0.63,0.6160495256348151,0.8500884809440749,1.0
7025,9006186,CONFIRMED,4.27226421,2.113,48.9,13.7,0.64,981.0,218.63,5450.0,4.563,0.842,0.9452761742066811,0.05056916560085493,1.0
7026,5436502,CONFIRMED,23.65369415,8.2183,3341.8,266.3,7.89,731.0,67.65,5739.0,4.191,1.384,1.084442947740034,0.1656770562840735,1.0
7027,5199426,FALSE POSITIVE,78.60436061,4.65559,78104.0,2384.6,34.8,438.0,8.68,5938.0,4.427,0.985,0.9458167253326814,0.35250144750296764,0.0
7028,8822366,CONFIRMED,30.8639476,8.864,256.5,63.0,3.01,743.0,72.05,5977.0,4.08,1.571,1.082148591891479,0.197692759453547,1.0
7029,8804455,FALSE POSITIVE,2.392630668,1.3705,101.5,20.5,1.33,1418.0,955.41,5716.0,4.343,1.091,0.9562777031717397,0.03449101184607752,0.0
7030,8804845,CONFIRMED,0.762132307,1.22,63.7,11.5,0.75,1872.0,2913.14,5594.0,4.489,0.934,0.980908010215737,0.016223970831981228,1.0
7031,9334893,CONFIRMED,31.8055128,3.979,141.7,10.9,0.63,378.0,4.84,4729.0,4.726,0.525,0.5348760295043549,0.15947041648218674,1.0
7032,10031918,FALSE POSITIVE,8.5900471,3.463,137.0,9.6,0.8,677.0,49.76,4914.0,4.575,0.707,0.6851305863220752,0.07236284459863483,0.0
7033,4939346,CONFIRMED,71.3116598,8.813,2138.0,43.4,4.94,475.0,12.01,6194.0,4.445,1.069,1.1611543112519733,0.35372397071646305,1.0
7034,8037145,CONFIRMED,25.75274977,2.7678,738.9,36.7,2.27,501.0,14.88,4963.0,4.501,0.826,0.7886687326265577,0.15767932846057556,1.0
7035,3121340,FALSE POSITIVE,0.723947772,2.125,242.7,17.7,52.16,3192.0,24641.6,5160.0,3.424,2.897,0.8125152463523974,0.01472344637253323,0.0
7036,8260198,FALSE POSITIVE,0.955297055,1.7405,846.1,67.3,18.16,1550.0,1367.42,5319.0,4.548,0.734,0.6939475525696852,0.0168059083443068,0.0
7037,9214715,FALSE POSITIVE,265.2999623,8.8577,31778.0,154.7,25.56,296.0,1.81,6108.0,4.471,0.997,1.0723210840839474,0.8270413476695875,0.0
7038,9518710,FALSE POSITIVE,0.954388314,6.26,57.2,56.3,2.27,3406.0,31694.26,7056.0,3.813,2.785,1.8390135434089188,0.02324194842422517,0.0
7039,9532997,FALSE POSITIVE,49.763624,2.749,412.0,6.8,2.43,588.0,28.31,6477.0,4.361,1.187,1.1798749114388178,0.2797783711657284,0.0
7040,10031907,FALSE POSITIVE,8.58965725,8.9793,1161.5,107.8,27.86,828.0,111.01,5697.0,4.539,0.892,1.003839399780768,0.08218630411305847,0.0
7041,6061773,CONFIRMED,8.27745764,2.713,197.2,17.3,2.46,1088.0,331.35,5129.0,3.884,1.781,0.8856504905515097,0.07690352538695935,1.0
7042,3128552,CONFIRMED,4.02582434,2.8059,265.3,23.9,1.79,1169.0,440.08,5509.0,4.308,1.116,0.9231301123119336,0.04822271618160974,1.0
7043,3865595,FALSE POSITIVE,5.59187448,1.6782,236.4,31.9,104.18,4793.0,124810.93,3915.0,1.173,58.325,1.8477534571716017,0.07565664861336924,0.0
7044,5689351,CONFIRMED,6.1954595,2.952,296.4,27.1,1.37,776.0,85.77,5001.0,4.582,0.76,0.8045660690942763,0.06139934448457293,1.0
7045,6962977,CONFIRMED,2.58083264,2.1729,270.2,17.5,1.31,1130.0,386.18,5296.0,4.538,0.808,0.8217831840228174,0.03448946521818574,1.0
7046,10118816,CONFIRMED,7.71790675,1.84,306.8,12.6,0.9,502.0,15.01,3975.0,4.753,0.509,0.5350200939205425,0.062046487056594,1.0
7047,10864531,CONFIRMED,83.4887405,6.21,955.4,24.7,2.95,411.0,6.76,5910.0,4.505,0.94,1.03083756355903,0.3776384155349708,1.0
7048,5385471,FALSE POSITIVE,12.4261177,28.5357,1230.4,89.9,3.8,724.0,64.95,5713.0,4.554,0.851,0.9457876718145484,0.10305814951835411,0.0
7049,5467124,FALSE POSITIVE,2.84573962,7.28,211.7,83.9,3.63,1829.0,2645.94,5557.0,3.792,2.372,1.271053696433365,0.04257084018087066,0.0
7050,10724569,FALSE POSITIVE,0.745086745,4.29,270.0,61.4,1.29,1654.0,1775.23,5325.0,4.607,0.75,0.8299597961991697,0.015115333206787773,0.0
7051,7115200,FALSE POSITIVE,0.566801447,2.352,16.2,13.8,0.57,2633.0,11321.32,5966.0,4.184,1.349,1.0138143355205498,0.013464831555333784,0.0
7052,5632781,FALSE POSITIVE,11.02520205,12.8097,429759.0,2585.5,164.02,1294.0,663.18,6047.0,3.724,2.3,1.0218571795522113,0.09764468009657008,0.0
7053,12302530,CONFIRMED,5.931196562,2.4999,1007.4,90.5,2.01,562.0,23.5,3984.0,4.72,0.539,0.5560477131400775,0.05273023573429602,1.0
7054,8218379,CONFIRMED,16.57099265,2.9052,644.9,40.9,2.03,614.0,33.53,5483.0,4.589,0.779,0.8590322013574601,0.12091949173592152,1.0
7055,9641041,FALSE POSITIVE,1.089077863,2.4676,133.6,104.8,1.96,2359.0,7312.11,6280.0,4.098,1.551,1.0994060542311268,0.021380579738036958,0.0
7056,9641031,FALSE POSITIVE,1.089077111,3.8834,304072.0,476.6,77.59,2045.0,4147.85,6126.0,4.285,1.176,0.972185573246457,0.020521839799392844,0.0
7057,11673674,FALSE POSITIVE,4.618767792,5.9957,4399.1,270.1,7.48,1170.0,442.78,6013.0,4.381,1.033,0.9356968590318488,0.053087216928966466,0.0
7058,5475735,FALSE POSITIVE,2.99194823,4.39,99.6,18.2,0.78,1019.0,255.16,5269.0,4.62,0.727,0.8035323209079518,0.037777334801611766,0.0
7059,9034103,CONFIRMED,7.13969705,3.981,512.9,27.8,2.24,965.0,205.23,6014.0,4.486,0.993,1.1011158790346791,0.0749304510094895,1.0
7060,4142847,CONFIRMED,2.888904439,1.6043,402.2,23.7,1.68,976.0,215.06,4895.0,4.589,0.759,0.815488949478046,0.037087050262149965,1.0
7061,11069176,CONFIRMED,21.1285655,3.852,176.7,12.5,2.88,935.0,180.55,5817.0,3.877,2.153,1.273569319339766,0.16212438914531402,1.0
7062,11752908,FALSE POSITIVE,6.38315744,1.7075,1112.6,23.8,2.35,787.0,91.0,5262.0,4.623,0.714,0.7804246030133609,0.06200044932632148,0.0
7063,3858919,FALSE POSITIVE,25.9522913,10.977,557.8,14.0,2.03,567.0,24.49,5692.0,4.547,0.866,0.963763140734284,0.16944732778177832,0.0
7064,3642289,CONFIRMED,6.002548291,4.1628,202.0,71.6,2.33,1209.0,504.79,6204.0,4.269,1.36,1.2531767974582582,0.06968757821341501,1.0
7065,8110758,FALSE POSITIVE,0.518071538,1.7865,2195.5,152.1,42.1,2536.0,9823.05,5876.0,4.273,1.209,0.9995099695341079,0.0126216562410271,0.0
7066,11018648,CONFIRMED,32.62876672,4.7971,1804.8,80.0,3.36,506.0,15.55,5586.0,4.56,0.798,0.8432188592088662,0.18878813302803357,1.0
7067,8801316,CONFIRMED,3.93766786,4.655,24.3,16.8,1.36,1947.0,3388.82,6277.0,3.728,2.741,1.4647132142637755,0.055420580320235516,1.0
7068,9592575,FALSE POSITIVE,2.63757408,5.9626,169658.0,1471.6,76.02,1242.0,563.22,5639.0,4.509,0.953,1.0693511230381043,0.03820357772602337,0.0
7069,9490653,FALSE POSITIVE,1.227986164,1.551,150.5,14.8,1.17,1673.0,1846.47,5746.0,4.435,0.931,0.8606645012864377,0.02134688093711123,0.0
7070,11853878,CONFIRMED,7.68433346,1.4346,1175.0,28.5,2.58,583.0,27.35,4402.0,4.682,0.572,0.5737551360045777,0.06332479790592507,1.0
7071,9904006,CONFIRMED,55.1866213,9.133,375.5,36.2,2.47,568.0,24.56,6178.0,4.269,1.267,1.0876464792468472,0.2917287774695335,1.0
7072,1293046,FALSE POSITIVE,36.2671673,2.065,627.1,10.0,1.5,347.0,3.44,4264.0,4.637,0.62,0.6077401204442581,0.18162510355534794,0.0
7073,1718958,CONFIRMED,1.41975831,1.429,60.9,8.1,0.85,1700.0,1968.38,5925.0,4.394,1.035,0.9678659873127128,0.02445356435374039,1.0
7074,9899065,FALSE POSITIVE,1.33256418,4.701,162.3,20.7,0.81,1262.0,602.26,5157.0,4.641,0.62,0.6133634705429598,0.020135335692462664,0.0
7075,8120608,CONFIRMED,3.886795001,1.7574,471.3,41.8,0.97,571.0,25.26,3751.0,4.8,0.443,0.45158757168973246,0.037116689395826304,1.0
7076,9642292,CONFIRMED,15.1408916,4.359,476.8,20.1,1.93,714.0,61.42,5926.0,4.532,0.887,0.9767462853798613,0.1188381014129063,1.0
7077,10480982,FALSE POSITIVE,19.221388942,4.79843,74284.0,2317.0,49.29,698.0,55.97,6117.0,4.496,0.947,1.0247890743680423,0.14157790728797154,0.0
7078,2437452,FALSE POSITIVE,7.234965722,7.0245,164848.0,671.3,34.03,843.0,119.12,5653.0,4.573,0.798,0.8688410090234303,0.06985517273953926,0.0
7079,5972334,CONFIRMED,15.358767771,4.1223,14638.1,812.6,10.89,662.0,45.46,5422.0,4.484,0.887,0.8745442088105763,0.11563580299042296,1.0
7080,8323753,FALSE POSITIVE,6.71425632,3.339,283.5,46.5,5.76,1565.0,1416.6,6093.0,3.737,2.623,1.3694024791427373,0.07734575140566566,0.0
7081,4074294,FALSE POSITIVE,0.892988877,2.4428,85.0,43.8,2.94,3285.0,27545.43,6228.0,3.668,2.975,1.5028251994332935,0.020787120698735576,0.0
7082,2302758,FALSE POSITIVE,0.542122617,1.283,88.3,16.3,0.94,2238.0,5914.13,5875.0,4.476,0.998,1.0869150722707883,0.013377995218969893,0.0
7083,4656049,CONFIRMED,40.6992062,7.074,429.9,38.5,3.2,685.0,52.05,6419.0,4.175,1.362,1.0122522336087385,0.23249539521411502,1.0
7084,5513861,FALSE POSITIVE,0.755105584,5.02374,250026.0,2158.5,76.26,2412.0,7996.1,6592.0,4.369,1.19,1.2078929636525084,0.01728258707389674,0.0
7085,7207061,CONFIRMED,12.33087921,3.0664,872.2,28.3,2.34,671.0,47.99,5376.0,4.576,0.806,0.8924925759652199,0.10056766846842127,1.0
7086,6590362,FALSE POSITIVE,0.592618966,0.811,91.4,14.9,0.86,2103.0,4626.58,5926.0,4.532,0.887,0.9767462853798613,0.01369951216261483,0.0
7087,5015459,FALSE POSITIVE,158.3226379,2.1881,4863.0,34.5,25.41,211.0,0.47,4340.0,4.67,0.572,0.5581187156762274,0.47155427762525304,0.0
7088,5269467,CONFIRMED,33.8677783,3.72,894.8,23.8,2.31,394.0,5.69,4564.0,4.593,0.691,0.6821668694145293,0.18033588763614825,1.0
7089,11601584,CONFIRMED,34.205785079,5.1691,183.2,11.6,1.1,471.0,11.67,5191.0,4.53,0.826,0.8431301567047712,0.19481634810762305,1.0
7090,10815916,FALSE POSITIVE,1.68207624,1.519,54.7,11.1,1.01,1980.0,3646.1,6495.0,4.191,1.311,0.9730606537465225,0.02742865867410864,0.0
7091,5529501,FALSE POSITIVE,1.51945182,2.95,13.7,9.6,0.5,1901.0,3080.82,6168.0,4.25,1.307,1.107862095805855,0.026763773077438723,0.0
7092,5436502,CONFIRMED,6.15560285,4.9843,285.0,35.1,2.32,1146.0,406.94,5739.0,4.191,1.384,1.084442947740034,0.06753207792153826,1.0
7093,8352537,CONFIRMED,6.010383339,2.1939,2652.1,276.1,3.8,768.0,82.31,4882.0,4.558,0.738,0.7178723931868826,0.05792659674935647,1.0
7094,4458082,CONFIRMED,8.93484887,2.579,135.9,9.7,1.83,1124.0,377.25,6688.0,4.304,1.347,1.3325076776819642,0.09272756651517548,1.0
7095,5281113,CONFIRMED,11.17931581,3.103,90.6,12.0,1.81,1159.0,426.61,6292.0,4.014,1.873,1.3213263120554728,0.10736786723334235,1.0
7096,9588822,FALSE POSITIVE,71.76236302,29.435,8591.9,1134.3,25.76,665.0,46.35,5529.0,3.685,2.817,1.4012261143116336,0.37817664967469444,0.0
7097,10909274,FALSE POSITIVE,39.238141571,6.07183,439208.0,969.3,90.93,656.0,43.69,6599.0,4.35,1.234,1.2432682643206405,0.24298980421898148,0.0
7098,2854914,CONFIRMED,25.93406406,4.6142,414.5,42.2,2.48,695.0,55.1,5952.0,4.287,1.225,1.0597580056035631,0.17481422536732133,1.0
7099,11913073,FALSE POSITIVE,3.747838198,5.0642,616.0,138.2,13.65,1031.0,266.76,5514.0,4.569,0.826,0.9223476025231719,0.04596348096630398,0.0
7100,9458613,CONFIRMED,41.0283424,9.8052,541.4,66.5,3.92,691.0,53.8,5900.0,4.022,1.694,1.1009341429488013,0.24038308784677073,1.0
7101,8219268,CONFIRMED,6.24667547,11.261,396.8,63.6,14.93,1902.0,3095.83,4604.0,2.936,6.221,1.2180214352951706,0.07088893007473378,1.0
7102,8644288,CONFIRMED,7.641567589,3.41018,2269.7,437.5,4.91,899.0,154.25,5356.0,4.338,1.055,0.8839739112552355,0.07286667239807108,1.0
7103,7777416,FALSE POSITIVE,2.54557259,5.636,529.0,36.0,1.97,1234.0,549.8,5718.0,4.549,0.863,0.9615151245013315,0.03601111036374597,0.0
7104,10363281,FALSE POSITIVE,0.934924739,2.052,73.8,20.3,2.29,3156.0,23533.0,6477.0,3.781,2.628,1.5211962648262547,0.021519904179279493,0.0
7105,7376983,CONFIRMED,5.644914154,2.2599,1397.9,63.9,2.66,744.0,72.38,4769.0,4.622,0.714,0.7786296762351206,0.057078956793578516,1.0
7106,4760478,CONFIRMED,287.377314,18.821,4376.9,60.4,11.67,350.0,3.56,5548.0,3.964,1.793,1.0791830305379821,0.8741665255219002,1.0
7107,6587002,CONFIRMED,47.4277116,5.2679,820.4,49.9,2.33,407.0,6.46,5132.0,4.571,0.77,0.8052226432062918,0.2385544863354869,1.0
7108,3656121,CONFIRMED,31.1588249,5.1803,959.0,73.6,3.56,639.0,39.46,5951.0,4.319,1.155,1.0141413647190907,0.19469181540383737,1.0
7109,8240904,CONFIRMED,107.7214092,8.042,1396.2,30.5,4.75,421.0,7.39,5529.0,4.19,1.294,0.9458082137183964,0.43490712877800447,1.0
7110,10416390,FALSE POSITIVE,215.737826,7.257,8476.0,36.8,8.71,231.0,0.67,4889.0,4.574,0.724,0.7168225532370647,0.6300121150082043,0.0
7111,7582689,CONFIRMED,11.9216035,5.009,43.2,15.1,0.87,851.0,123.89,6006.0,4.403,1.082,1.079913698451923,0.10478045524272435,1.0
7112,11080405,CONFIRMED,25.1933989,4.62,481.2,18.0,1.95,513.0,16.34,5009.0,4.491,0.84,0.7970638281804603,0.15593718532576586,1.0
7113,7429287,FALSE POSITIVE,358.66044,16.732,133.8,15.6,1.62,304.0,2.02,5619.0,4.07,1.406,0.847042438637758,0.9347271482462315,0.0
7114,7100673,CONFIRMED,2.89223998,2.521,44.3,17.3,0.7,1287.0,647.55,5574.0,4.354,1.065,0.9346171460818976,0.03884140639572136,1.0
7115,6103377,CONFIRMED,20.0708757,6.354,405.7,12.8,3.2,826.0,110.19,5902.0,4.128,1.513,1.1210174801167458,0.1501444065433098,1.0
7116,5301750,CONFIRMED,8.72585478,4.473,446.7,37.7,2.86,985.0,222.19,6036.0,4.326,1.131,0.9882338789739054,0.0826201632405977,1.0
7117,6021193,CONFIRMED,7.54235832,4.73,132.5,25.8,1.59,1054.0,292.19,5711.0,4.221,1.391,1.1737856305098815,0.07939537153854302,1.0
7118,11705004,CONFIRMED,9.03326435,2.857,610.7,18.3,1.96,729.0,66.89,5311.0,4.588,0.788,0.8769744961752749,0.08124929779026692,1.0
7119,5364071,CONFIRMED,7.203855862,2.5418,1765.9,101.1,2.25,509.0,15.87,3834.0,4.708,0.539,0.5408938692445413,0.05947596693811326,1.0
7120,5003670,CONFIRMED,7.99144696,3.639,145.0,12.8,1.53,901.0,155.95,5700.0,4.434,1.006,1.0026064403666621,0.07829269803700764,1.0
7121,5956656,CONFIRMED,1.224866441,1.7086,196.0,21.1,1.54,1741.0,2174.33,5553.0,4.32,1.107,0.933748184346797,0.021897602237246613,1.0
7122,5438099,CONFIRMED,7.24022418,2.9153,864.9,48.2,2.14,716.0,62.1,4955.0,4.61,0.721,0.7723338294241376,0.06719915988844559,1.0
7123,6863161,FALSE POSITIVE,1.98663794,4.7585,63156.0,193.0,134.5,3234.0,25932.61,9191.0,3.973,2.619,2.350745023802539,0.04112208633469728,0.0
7124,6949061,CONFIRMED,8.96847034,4.4073,234.3,38.2,2.17,1024.0,259.95,5808.0,4.185,1.374,1.0541635465445043,0.08597570203512779,1.0
7125,6021275,CONFIRMED,18.01019956,3.516,177.7,43.4,1.93,758.0,77.99,5931.0,4.322,1.101,0.9279170752109218,0.1311523935000992,1.0
7126,2831251,FALSE POSITIVE,5.81289843,3.979,76.3,9.5,0.93,1102.0,348.61,6175.0,4.41,1.041,1.0158649764913306,0.06360158920798989,0.0
7127,6841577,FALSE POSITIVE,15.53753378,5.8262,209006.0,2807.8,40.9,694.0,54.73,5704.0,4.476,0.868,0.8221933861817288,0.11415813509755347,0.0
7128,3734418,CONFIRMED,3.97599629,2.2029,206.0,27.3,1.11,936.0,181.47,5143.0,4.561,0.778,0.8033295130947433,0.04565861179996125,1.0
7129,9941859,CONFIRMED,96.6781852,5.6957,951.3,44.7,3.29,392.0,5.55,5386.0,4.322,1.076,0.8862557609417911,0.395973539186977,1.0
7130,7100673,CONFIRMED,5.10110666,2.657,65.1,19.5,0.85,1065.0,304.8,5574.0,4.354,1.065,0.9346171460818976,0.05669981817784118,1.0
7131,10877024,FALSE POSITIVE,0.786483923,7.035,233.3,104.2,21.66,2408.0,7999.91,6315.0,4.258,1.282,1.0857018527605813,0.01713789882040487,0.0
7132,7955301,FALSE POSITIVE,15.32763411,6.0662,17749.0,117.0,291.01,1472.0,1108.58,4830.0,2.987,6.784,1.628944197823595,0.14208436829643442,0.0
7133,2715135,CONFIRMED,5.747711909,1.8923,820.1,51.7,1.86,641.0,40.07,4252.0,4.64,0.632,0.6358705116680491,0.05399833534372354,1.0
7134,7376983,CONFIRMED,3.64830183,1.9985,371.7,19.9,1.33,860.0,129.44,4769.0,4.622,0.714,0.7786296762351206,0.04266760900429372,1.0
7135,2997455,FALSE POSITIVE,1.129848432,2.07578,4658.5,490.6,120.13,3553.0,37690.9,4846.0,2.984,7.102,1.7729474548120712,0.02569446394591205,0.0
7136,7512982,CONFIRMED,20.38174802,3.7922,1597.1,46.8,3.16,528.0,18.36,4883.0,4.515,0.808,0.779394344557438,0.13438192274264263,1.0
7137,3458687,FALSE POSITIVE,0.98376204,10.052,55.0,25.2,12.44,4203.0,73867.88,6431.0,3.276,5.294,1.9297560115888701,0.02410025603921867,0.0
7138,11453592,CONFIRMED,2.8867624,0.9879,631.8,37.1,1.24,557.0,22.75,3483.0,4.875,0.389,0.4138412062239132,0.029567373834738425,1.0
7139,6962977,CONFIRMED,2.58083264,2.1729,270.2,17.5,1.31,1130.0,386.18,5296.0,4.538,0.808,0.8217831840228174,0.03448946521818574,1.0
7140,5689351,CONFIRMED,3.25058201,2.2537,218.4,24.0,1.19,962.0,202.09,5001.0,4.582,0.76,0.8045660690942763,0.03994129465479413,1.0
7141,4150611,FALSE POSITIVE,8.653098686,3.9071,60715.0,262.6,77.15,1324.0,725.95,6911.0,4.038,1.501,0.8968006473444324,0.07954396294870804,0.0
7142,12454461,CONFIRMED,7.46718958,3.633,75.7,18.8,1.04,1035.0,271.25,6161.0,4.399,1.169,1.249003199590258,0.08051685147055312,1.0
7143,11853878,CONFIRMED,3.69298623,1.7744,763.3,33.9,1.74,745.0,72.66,4402.0,4.682,0.572,0.5737551360045777,0.03885272368998931,1.0
7144,8261920,CONFIRMED,7.72513619,2.042,382.2,10.5,1.71,581.0,26.91,4245.0,4.641,0.637,0.6474606713807135,0.06616109880486108,1.0
7145,9458613,CONFIRMED,5.66815821,4.9064,119.7,27.3,1.85,1336.0,752.7,5900.0,4.022,1.694,1.1009341429488013,0.06424054814477216,1.0
7146,8151055,CONFIRMED,29.9632816,2.6,893.2,17.7,2.24,391.0,5.55,4463.0,4.623,0.638,0.6231260192488182,0.1612546924100827,1.0
7147,7282872,FALSE POSITIVE,402.41511,5.156,780.6,9.5,2.52,253.0,0.96,6251.0,4.53,0.889,0.9766479673578896,1.0583346576501238,0.0
7148,3114167,CONFIRMED,6.770300385,2.0844,1304.0,50.8,2.77,812.0,102.87,5653.0,4.656,0.679,0.7615073108778215,0.06395739986984593,1.0
7149,8056665,CONFIRMED,207.5829306,7.0686,505.1,70.0,4.52,453.0,9.97,6688.0,4.062,1.79,1.3478469820514758,0.7578828938292885,1.0
7150,9336200,CONFIRMED,1.755843555,1.9425,386.0,25.1,1.94,1343.0,771.02,5569.0,4.566,0.829,0.922664029348535,0.02772889460442424,1.0
7151,3733628,CONFIRMED,13.89963233,3.5791,1121.7,98.2,2.46,521.0,17.37,4538.0,4.607,0.663,0.6485770624986185,0.09793025501330185,1.0
7152,11394027,CONFIRMED,14.38682567,2.1417,569.6,61.7,2.54,776.0,85.46,5725.0,4.353,1.072,0.9447656599788209,0.11359141314435597,1.0
7153,10026502,CONFIRMED,101.952048,5.991,152.5,10.3,1.31,428.0,7.92,6210.0,4.407,1.054,1.034226711542779,0.4319134232875681,1.0
7154,9958962,CONFIRMED,9.99760285,3.4423,638.7,39.0,2.82,860.0,129.18,6004.0,4.484,0.977,1.0610202093521104,0.09263304800558206,1.0
